ID,TAXON_ORDER,TAXON_ORDER_OUT,SCI_NAME,PRIMARY_COM_NAME,CATEGORY,AOU_IN,AOU_OUT,CBCSPCODE,SPORDER,FAMILY,GENUS,SPECIES,COMMON_NAME_IN,COMMON_NAME_OUT,CRC_SCI_NAME,CRC_COM_NAME,DIURNALLANDBIRD,eBird_Changes,NOTES,
4381,33930,33930,Empidonax oberholseri,Dusky Flycatcher,species,4690,4690,dusfly,Passeriformes,Tyrannidae,Empidonax,oberholseri,Dusky Flycatcher,Dusky Flycatcher,Empidonax oberholseri,Dusky Flycatcher,1,,,
4382,33930,33930,Empidonax oberholseri,Dusky Flycatcher,species,,,wrifly,Passeriformes,Tyrannidae,Empidonax,oberholseri,Wright's Flycatcher,,Empidonax oberholseri,Dusky Flycatcher,1,,,
4383,33940,33940,Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,slash,4689,4689,y00014,Passeriformes,Tyrannidae,Empidonax,hammondii/oberholseri,Dusky Flycatcher/Hammond's Flycatcher,,Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,1,,,
4384,33940,33940,Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,slash,,,y00122,Passeriformes,Tyrannidae,Empidonax,,Hammond's Flycatcher/Wright's Flycatcher,,Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,1,,,
4385,33940.99,33940,Empidonax oberholseri x hammondii,Dusky Flycatcher X Hammond's Flycatcher (hybrid),hybrid,,,x00041,Passeriformes,Tyrranidae,Empidonax,,Dusky Flycatcher X Hammond's Flycatcher (hybrid),,Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,1,,,
4386,33950,33950,Empidonax affinis,Pine Flycatcher,species,,,,Passeriformes,Tyrannidae,Empidonax,affinis,,,Empidonax affinis,Pine Flycatcher,1,,,
4387,33960,33960,Empidonax difficilis,Pacific-slope Flycatcher,species,4641,4641,pasfly,Passeriformes,Tyrannidae,Empidonax,difficilis,Pacific-slope Flycatcher,Pacific-slope Flycatcher,Empidonax difficilis,Pacific-slope Flycatcher,1,,,
4388,33970,33970,Empidonax occidentalis,Cordilleran Flycatcher,species,4640,4640,corfly,Passeriformes,Tyrannidae,Empidonax,occidentalis,Cordilleran Flycatcher,Cordilleran Flycatcher,Empidonax occidentalis,Cordilleran Flycatcher,1,,,
4389,33980,33980,Empidonax difficilis/occidentalis,Pacific-slope/Cordilleran Flycatcher (Western),slash,4642,4642,wesfly,Passeriformes,Tyrannidae,Empidonax,difficilis/occidentalis,Western Flycatcher,Cordilleran/Pacific-slope Flycatcher,Empidonax difficilis/occidentalis,Pacific-slope/Cordilleran Flycatcher (Western),1,,formerly E. difficilis,
4390,33980,33980,Empidonax difficilis/occidentalis,Pacific-slope/Cordilleran Flycatcher (Western),slash,,,y00163,Passeriformes,Tyrannidae,Empidonax,difficilis/occidentalis,Cordilleran Flycatcher/Pacific-slope Flycatcher,Cordilleran Flycatcher/Pacific-slope Flycatcher,Empidonax difficilis/occidentalis,Pacific-slope/Cordilleran Flycatcher (Western),1,,,
4391,33990,33990,Empidonax flavescens,Yellowish Flycatcher,species,,,,Passeriformes,Tyrannidae,Empidonax,flavescens,,,Empidonax flavescens,Yellowish Flycatcher,1,,,
4392,34000,34000,Empidonax fulvifrons,Buff-breasted Flycatcher,species,4700,4700,bubfly,Passeriformes,Tyrannidae,Empidonax,fulvifrons,Buff-breasted Flycatcher,Buff-breasted Flycatcher,Empidonax fulvifrons,Buff-breasted Flycatcher,1,,,
4393,34010,34010,Empidonax atriceps,Black-capped Flycatcher,species,,,,Passeriformes,Tyrannidae,Empidonax,atriceps,,,Empidonax atriceps,Black-capped Flycatcher,1,,,
4394,34020,34020,Empidonax sp.,Empidonax sp.,spuh,4679,4679,empido,Passeriformes,Tyrannidae,Empidonax,,Empidonax sp.,unid. Empidonax,Empidonax spuh,unid. Empidonax,1,,,
4395,34030,34030,Sayornis nigricans,Black Phoebe,species,4580,4580,blkpho,Passeriformes,Tyrannidae,Sayornis,nigricans,Black Phoebe,Black Phoebe,Sayornis nigricans,Black Phoebe,1,,,
4396,34030,34030,Sayornis nigricans,Black Phoebe,species,4580,4580,webpho,Passeriformes,Tyrannidae,Sayornis,nigricans,Western Black Phoebe,Black Phoebe,Sayornis nigricans,Black Phoebe,1,,,
4397,34035,34035,Sayornis nigricans x phoebe,Black x Eastern Phoebe (hybrid),hybrid,,,,Passeriformes,Tyrannidae,Sayornis,,,,,,1,,,
4398,34040,34040,Sayornis phoebe,Eastern Phoebe,species,4560,4560,easpho,Passeriformes,Tyrannidae,Sayornis,phoebe,Eastern Phoebe,Eastern Phoebe,Sayornis phoebe,Eastern Phoebe,1,,,
4399,34050,34050,Sayornis saya,Say's Phoebe,species,4570,4570,arspho,Passeriformes,Tyrannidae,Sayornis,saya,Arctic Say's Phoebe,Say's Phoebe,Sayornis saya,Say's Phoebe,1,,,
4400,34050,34050,Sayornis saya,Say's Phoebe,species,4570,4570,rmspho,Passeriformes,Tyrannidae,Sayornis,saya,Rocky Mountain Say's Phoebe,Say's Phoebe,Sayornis saya,Say's Phoebe,1,,,
4401,34050,34050,Sayornis saya,Say's Phoebe,species,4570,4570,sayfly,Passeriformes,Tyrannidae,Sayornis,saya,Say's Phoebe,Say's Phoebe,Sayornis saya,Say's Phoebe,1,,,
4402,34050,34050,Sayornis saya,Say's Phoebe,species,4570,4570,saypho,Passeriformes,Tyrannidae,Sayornis,saya,Say's Phoebe,Say's Phoebe,Sayornis saya,Say's Phoebe,1,,,
4403,34055,34055,Sayornis sp.,phoebe sp.,spuh,,,phoebe,Passeriformes,Tyrannidae,Sayornis,,phoebe sp.,,Sayornis spuh,unid. Phoebe,1,,,
4404,34060,34060,Pyrocephalus rubinus,Vermilion Flycatcher,species,4710,4710,verfly,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Vermilion Flycatcher,Vermilion Flycatcher,Pyrocephalus rubinus,Vermilion Flycatcher,1,,,
4405,34070,34070,Lessonia rufa,Austral Negrito,species,,,,Passeriformes,Tyrannidae,Lessonia,rufa,,,Lessonia rufa,Austral Negrito,1,,,
4406,34080,34080,Lessonia oreas,Andean Negrito,species,,,,Passeriformes,Tyrannidae,Lessonia,oreas,,,Lessonia oreas,Andean Negrito,1,,,
4407,34085,34085,Lessonia rufa/oreas,Austral/Andean Negrito,slash,,,,Passeriformes,Tyrannidae,Lessonia,rufa/oreas,,,,,1,,,
4408,34090,34090,Knipolegus striaticeps,Cinereous Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,striaticeps,,,Knipolegus striaticeps,Cinereous Tyrant,1,,,
4409,34100,34100,Knipolegus hudsoni,Hudson's Black-Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,hudsoni,,,Knipolegus hudsoni,Hudson's Black-Tyrant,1,,,
4410,34110,34110,Knipolegus poecilocercus,Amazonian Black-Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,poecilocercus,,,Knipolegus poecilocercus,Amazonian Black-Tyrant,1,,,
4411,34120,34120,Knipolegus signatus,Andean Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,signatus,,,Knipolegus signatus,Andean Tyrant,1,,,
4412,34130,34130,Knipolegus cyanirostris,Blue-billed Black-Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,cyanirostris,,,Knipolegus cyanirostris,Blue-billed Black-Tyrant,1,,,
4413,34140,34140,Knipolegus poecilurus,Rufous-tailed Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,poecilurus,,,Knipolegus poecilurus,Rufous-tailed Tyrant,1,,,
4414,34150,34150,Knipolegus orenocensis,Riverside Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,orenocensis,,,Knipolegus orenocensis,Riverside Tyrant,1,,,
4415,34160,34160,Knipolegus aterrimus,White-winged Black-Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,aterrimus,,,Knipolegus aterrimus,White-winged Black-Tyrant,1,,,
4416,34170,34170,Knipolegus lophotes,Crested Black-Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,lophotes,,,Knipolegus lophotes,Crested Black-Tyrant,1,,,
4417,34180,34180,Knipolegus nigerrimus,Velvety Black-Tyrant,species,,,,Passeriformes,Tyrannidae,Knipolegus,nigerrimus,,,Knipolegus nigerrimus,Velvety Black-Tyrant,1,,,
4418,34190,34190,Hymenops perspicillatus,Spectacled Tyrant,species,,,,Passeriformes,Tyrannidae,Hymenops,perspicillatus,,,Hymenops perspicillatus,Spectacled Tyrant,1,,,
4419,34200,34200,Ochthornis littoralis,Drab Water-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthornis,littoralis,,,Ochthornis littoralis,Drab Water-Tyrant,1,,,
4420,34210,34210,Satrapa icterophrys,Yellow-browed Tyrant,species,,,,Passeriformes,Tyrannidae,Satrapa,icterophrys,,,Satrapa icterophrys,Yellow-browed Tyrant,1,,,
4421,34220,34220,Muscisaxicola fluviatilis,Little Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,fluviatilis,,,Muscisaxicola fluviatilis,Little Ground-Tyrant,1,,,
4422,34230,34230,Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,maculirostris,,,Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,1,,,
4423,34240,34240,Muscisaxicola griseus,Taczanowski's Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,griseus,,,,,1,,,
4424,34250,34250,Muscisaxicola juninensis,Puna Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,juninensis,,,Muscisaxicola juninensis,Puna Ground-Tyrant,1,,,
4425,34260,34260,Muscisaxicola cinereus,Cinereous Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,cinereus,,,Muscisaxicola cinerea,Cinereous Ground-Tyrant,1,,,
4426,34270,34270,Muscisaxicola albifrons,White-fronted Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,albifrons,,,,,1,,,
4427,34280,34280,Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,flavinucha,,,Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,1,,,
4428,34290,34290,Muscisaxicola rufivertex,Rufous-naped Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,rufivertex,,,Muscisaxicola rufivertex,Rufous-naped Ground-Tyrant,1,,,
4429,34290.1,34290,Muscisaxicola rufivertex [rufivertex Group],Rufous-naped Ground-Tyrant (Rufous-naped),subspecies,,,,Passeriformes,Tyrannidae,Muscisaxicola,rufivertex,,,,,1,,,
4430,34290.2,34290,Muscisaxicola rufivertex pallidiceps,Rufous-naped Ground-Tyrant (pallidiceps),subspecies,,,,Passeriformes,Tyrannidae,Muscisaxicola,rufivertex,,,,,1,,,
4431,34300,34300,Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,maclovianus,,,Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,1,,,
4432,34310,34310,Muscisaxicola albilora,White-browed Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,albilora,,,Muscisaxicola albilora,White-browed Ground-Tyrant,1,,,
4433,34320,34320,Muscisaxicola alpinus,Plain-capped Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,alpinus,,,Muscisaxicola alpina,Plain-capped Ground-Tyrant,1,,,
4434,34330,34330,Muscisaxicola capistratus,Cinnamon-bellied Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,capistratus,,,Muscisaxicola capistrata,Cinnamon-bellied Ground-Tyrant,1,,,
4435,34340,34340,Muscisaxicola frontalis,Black-fronted Ground-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscisaxicola,frontalis,,,Muscisaxicola frontalis,Black-fronted Ground-Tyrant,1,,,
4436,34345,34345,Muscisaxicola sp.,ground-tyrant sp.,spuh,,,,Passeriformes,Tyrannidae,Muscisaxicola,,,,,,1,,,
4437,34350,34350,Agriornis montanus,Black-billed Shrike-Tyrant,species,,,,Passeriformes,Tyrannidae,Agriornis,montanus,,,Agriornis montana,Black-billed Shrike-Tyrant,1,,,
4438,34360,34360,Agriornis albicauda,White-tailed Shrike-Tyrant,species,,,,Passeriformes,Tyrannidae,Agriornis,albicauda,,,,,1,,,
4439,34370,34370,Agriornis lividus,Great Shrike-Tyrant,species,,,,Passeriformes,Tyrannidae,Agriornis,lividus,,,Agriornis lividus,Great Shrike-Tyrant,1,,,
4440,34380,34380,Agriornis micropterus,Gray-bellied Shrike-Tyrant,species,,,,Passeriformes,Tyrannidae,Agriornis,micropterus,,,Agriornis microptera,Gray-bellied Shrike-Tyrant,1,,,
4441,34390,34390,Agriornis murinus,Lesser Shrike-Tyrant,species,,,,Passeriformes,Tyrannidae,Agriornis,murinus,,,Agriornis murina,Lesser Shrike-Tyrant,1,,,
4442,34395,34395,Agriornis sp.,shrike-tyrant sp.,spuh,,,,Passeriformes,Tyrannidae,Agriornis,,,,,,1,,,
4443,34400,34400,Xolmis pyrope,Fire-eyed Diucon,species,,,,Passeriformes,Tyrannidae,Xolmis,pyrope,,,Xolmis pyrope,Fire-eyed Diucon,1,,,
4444,34410,34410,Xolmis cinereus,Gray Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,cinereus,,,Xolmis cinerea,Gray Monjita,1,,,
4445,34420,34420,Xolmis coronatus,Black-crowned Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,coronatus,,,Xolmis coronata,Black-crowned Monjita,1,,,
4446,34430,34430,Xolmis velatus,White-rumped Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,velatus,,,,,1,,,
4447,34440,34440,Xolmis irupero,White Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,irupero,,,Xolmis irupero,White Monjita,1,,,
4448,34450,34450,Xolmis salinarum,Salinas Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,salinarum,,,,,1,,,
4449,34460,34460,Xolmis rubetra,Rusty-backed Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,rubetra,,,Xolmis rubetra,Rusty-backed Monjita,1,,,
4450,34470,34470,Xolmis dominicanus,Black-and-white Monjita,species,,,,Passeriformes,Tyrannidae,Xolmis,dominicanus,,,Heteroxolmis dominicana,Black-and-white Monjita,1,,,
4451,34480,34480,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,species,,,,Passeriformes,Tyrannidae,Myiotheretes,striaticollis,,,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,1,,,
4452,34490,34490,Myiotheretes pernix,Santa Marta Bush-Tyrant,species,,,,Passeriformes,Tyrannidae,Myiotheretes,pernix,,,,,1,,,
4453,34500,34500,Myiotheretes fumigatus,Smoky Bush-Tyrant,species,,,,Passeriformes,Tyrannidae,Myiotheretes,fumigatus,,,Myiotheretes fumigatus,Smoky Bush-Tyrant,1,,,
4454,34510,34510,Myiotheretes fuscorufus,Rufous-bellied Bush-Tyrant,species,,,,Passeriformes,Tyrannidae,Myiotheretes,fuscorufus,,,Myiotheretes fuscorufus,Rufous-bellied Bush-Tyrant,1,,,
4455,34520,34520,Cnemarchus erythropygius,Red-rumped Bush-Tyrant,species,,,,Passeriformes,Tyrannidae,Cnemarchus,erythropygius,,,,,1,,,
4456,34530,34530,Polioxolmis rufipennis,Rufous-webbed Bush-Tyrant,species,,,,Passeriformes,Tyrannidae,Polioxolmis,rufipennis,,,Polioxolmis rufipennis,Rufous-webbed Tyrant,1,,,
4457,34540,34540,Neoxolmis rufiventris,Chocolate-vented Tyrant,species,,,,Passeriformes,Tyrannidae,Neoxolmis,rufiventris,,,Neoxolmis rufiventris,Chocolate-vented Tyrant,1,,,
4458,34550,34550,Gubernetes yetapa,Streamer-tailed Tyrant,species,,,,Passeriformes,Tyrannidae,Gubernetes,yetapa,,,Gubernetes yetapa,Streamer-tailed Tyrant,1,,,
4459,34560,34560,Muscipipra vetula,Shear-tailed Gray-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscipipra,vetula,,,Muscipipra vetula,Shear-tailed Gray Tyrant,1,,,
4460,34570,34570,Fluvicola pica,Pied Water-Tyrant,species,,,,Passeriformes,Tyrannidae,Fluvicola,pica,,,Fluvicola pica,Pied Water-Tyrant,1,,,
4461,34580,34580,Fluvicola albiventer,Black-backed Water-Tyrant,species,,,,Passeriformes,Tyrannidae,Fluvicola,albiventer,,,Fluvicola albiventer,Black-backed Water-Tyrant,1,,,
4462,34590,34590,Fluvicola nengeta,Masked Water-Tyrant,species,,,,Passeriformes,Tyrannidae,Fluvicola,nengeta,,,Fluvicola nengeta,Masked Water-Tyrant,1,,,
4463,34600,34600,Arundinicola leucocephala,White-headed Marsh-Tyrant,species,,,,Passeriformes,Tyrannidae,Arundinicola,leucocephala,,,Arundinicola leucocephala,White-headed Marsh-Tyrant,1,,,
4464,34610,34610,Alectrurus tricolor,Cock-tailed Tyrant,species,,,,Passeriformes,Tyrannidae,Alectrurus,tricolor,,,Alectrurus tricolor,Cock-tailed Tyrant,1,,,
4465,34620,34620,Alectrurus risora,Strange-tailed Tyrant,species,,,,Passeriformes,Tyrannidae,Alectrurus,risora,,,,,1,,,
4466,34630,34630,Tumbezia salvini,Tumbes Tyrant,species,,,,Passeriformes,Tyrannidae,Tumbezia,salvini,,,Tumbezia salvini,Tumbes Tyrant,1,,,
4467,34640,34640,Ochthoeca frontalis,Crowned Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,frontalis,,,Ochthoeca frontalis,Crowned Chat-Tyrant,1,,,
4468,34641,34640,Ochthoeca frontalis frontalis,Crowned Chat-Tyrant (Crowned),subspecies,,,,Passeriformes,Tyrannidae,Ochthoeca,frontalis,,,,,1,,,
4469,34642,34640,Ochthoeca frontalis spodionota,Crowned Chat-Tyrant (Kalinowski's),subspecies,,,,Passeriformes,Tyrannidae,Ochthoeca,frontalis,,,,,1,,,
4470,34650,34650,Ochthoeca jelskii,Jelski's Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,jelskii,,,Ochthoeca jelskii,Jelski's Chat-Tyrant,1,,,
4471,34660,34660,Ochthoeca pulchella,Golden-browed Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,pulchella,,,Ochthoeca pulchella,Golden-browed Chat-Tyrant,1,,,
4472,34670,34670,Ochthoeca diadema,Yellow-bellied Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,diadema,,,Ochthoeca diadema,Yellow-bellied Chat-Tyrant,1,,,
4473,34680,34680,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,cinnamomeiventris,,,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,1,,,
4474,34681,34680,Ochthoeca cinnamomeiventris nigrita,Slaty-backed Chat-Tyrant (Blackish),subspecies,,,,Passeriformes,Tyrannidae,Ochthoeca,cinnamomeiventris,,,,,1,,,
4475,34682,34680,Ochthoeca cinnamomeiventris cinnamomeiventris,Slaty-backed Chat-Tyrant (Slaty-backed),subspecies,,,,Passeriformes,Tyrannidae,Ochthoeca,cinnamomeiventris,,,,,1,,,
4476,34683,34680,Ochthoeca cinnamomeiventris angustifasciata/thoracica,Slaty-backed Chat-Tyrant (Maroon-belted),subspecies,,,,Passeriformes,Tyrannidae,Ochthoeca,cinnamomeiventris,,,,,1,,,
4477,34690,34690,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,rufipectoralis,,,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,1,,,
4478,34700,34700,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,fumicolor,,,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,1,,,
4479,34710,34710,Ochthoeca oenanthoides,d'Orbigny's Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,oenanthoides,,,Ochthoeca oenanthoides,D'Orbigny's Chat-Tyrant,1,,,
4480,34720,34720,Ochthoeca piurae,Piura Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,piurae,,,,,1,,,
4481,34730,34730,Ochthoeca leucophrys,White-browed Chat-Tyrant,species,,,,Passeriformes,Tyrannidae,Ochthoeca,leucophrys,,,Ochthoeca leucophrys,White-browed Chat-Tyrant,1,,,
4482,34740,34740,Colorhamphus parvirostris,Patagonian Tyrant,species,,,,Passeriformes,Tyrannidae,Colorhamphus,parvirostris,,,Colorhamphus parvirostris,Patagonian Tyrant,1,,,
4483,34750,34750,Colonia colonus,Long-tailed Tyrant,species,,,,Passeriformes,Tyrannidae,Colonia,colonus,,,Colonia colonus,Long-tailed Tyrant,1,,,
4484,34760,34760,Muscigralla brevicauda,Short-tailed Field-Tyrant,species,,,,Passeriformes,Tyrannidae,Muscigralla,brevicauda,,,Muscigralla brevicauda,Short-tailed Field-Tyrant,1,,,
4485,34770,34770,Machetornis rixosa,Cattle Tyrant,species,,,,Passeriformes,Tyrannidae,Machetornis,rixosa,,,Machetornis rixosa,Cattle Tyrant,1,,,
4486,34780,34780,Ramphotrigon megacephalum,Large-headed Flatbill,species,,,,Passeriformes,Tyrannidae,Ramphotrigon,megacephalum,,,Ramphotrigon megacephalum,Large-headed Flatbill,1,,,
4487,34790,34790,Ramphotrigon ruficauda,Rufous-tailed Flatbill,species,,,,Passeriformes,Tyrannidae,Ramphotrigon,ruficauda,,,Ramphotrigon ruficauda,Rufous-tailed Flatbill,1,,,
4488,34800,34800,Ramphotrigon fuscicauda,Dusky-tailed Flatbill,species,,,,Passeriformes,Tyrannidae,Ramphotrigon,fuscicauda,,,Ramphotrigon fuscicauda,Dusky-tailed Flatbill,1,,,
4489,34810,34810,Attila phoenicurus,Rufous-tailed Attila,species,,,,Passeriformes,Tyrannidae,Attila,phoenicurus,,,Attila phoenicurus,Rufous-tailed Attila,1,,,
4490,34820,34820,Attila cinnamomeus,Cinnamon Attila,species,,,,Passeriformes,Tyrannidae,Attila,cinnamomeus,,,Attila cinnamomeus,Cinnamon Attila,1,,,
4491,34830,34830,Attila torridus,Ochraceous Attila,species,,,,Passeriformes,Tyrannidae,Attila,torridus,,,Attila torridus,Ochraceous Attila,1,,,
4492,34840,34840,Attila citriniventris,Citron-bellied Attila,species,,,,Passeriformes,Tyrannidae,Attila,citriniventris,,,Attila citriniventris,Citron-bellied Attila,1,,,
4493,34850,34850,Attila bolivianus,Dull-capped Attila,species,,,,Passeriformes,Tyrannidae,Attila,bolivianus,,,Attila bolivianus,Dull-capped Attila,1,,,
4494,34860,34860,Attila rufus,Gray-hooded Attila,species,,,,Passeriformes,Tyrannidae,Attila,rufus,,,Attila rufus,Gray-hooded Attila,1,,,
4495,34870,34870,Attila spadiceus,Bright-rumped Attila,species,,,,Passeriformes,Tyrannidae,Attila,spadiceus,,,Attila spadiceus,Bright-rumped Attila,1,,,
4496,34880,34880,Sirystes sibilator,Sirystes,species,,,,Passeriformes,Tyrannidae,Sirystes,sibilator,,,Sirystes sibilator,Sirystes,1,,,
4497,34890,34890,Casiornis rufus,Rufous Casiornis,species,,,,Passeriformes,Tyrannidae,Casiornis,rufus,,,Casiornis rufa,Rufous Casiornis,1,,,
4498,34900,34900,Casiornis fuscus,Ash-throated Casiornis,species,,,,Passeriformes,Tyrannidae,Casiornis,fuscus,,,Casiornis fusca,Ash-throated Casiornis,1,,,
4499,34910,34910,Rhytipterna holerythra,Rufous Mourner,species,,,,Passeriformes,Tyrannidae,Rhytipterna,holerythra,,,Rhytipterna holerythra,Rufous Mourner,1,,,
4500,34920,34920,Rhytipterna simplex,Grayish Mourner,species,,,,Passeriformes,Tyrannidae,Rhytipterna,simplex,,,Rhytipterna simplex,Grayish Mourner,1,,,
4501,34930,34930,Rhytipterna immunda,Pale-bellied Mourner,species,,,,Passeriformes,Tyrannidae,Rhytipterna,immunda,,,Rhytipterna immunda,Pale-bellied Mourner,1,,,
4502,34940,34940,Myiarchus semirufus,Rufous Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,semirufus,,,Myiarchus semirufus,Rufous Flycatcher,1,,,
4503,34950,34950,Myiarchus yucatanensis,Yucatan Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,yucatanensis,,,Myiarchus yucatanensis,Yucatan Flycatcher,1,,,
4504,34960,34960,Myiarchus barbirostris,Sad Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,barbirostris,,,Myiarchus barbirostris,Sad Flycatcher,1,,,
4505,34970,34970,Myiarchus tuberculifer,Dusky-capped Flycatcher,species,4550,4550,ducfly,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,Dusky-capped Flycatcher,Dusky-capped Flycatcher,Myiarchus tuberculifer,Dusky-capped Flycatcher,1,,,
4506,34970,34970,Myiarchus tuberculifer,Dusky-capped Flycatcher,species,4550,4550,olifly,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,Dusky-capped Flycatcher,Dusky-capped Flycatcher,Myiarchus tuberculifer,Dusky-capped Flycatcher,1,,,
4507,34972,34970,Myiarchus tuberculifer olivascens,Dusky-capped Flycatcher (Arizona),subspecies,,,,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,,,,,1,,,
4508,34974,34970,Myiarchus tuberculifer lawrenceii,Dusky-capped Flycatcher (East Mexico),subspecies,,,,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,,,,,1,,,
4509,34980,34980,Myiarchus swainsoni,Swainson's Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,swainsoni,,,Myiarchus swainsoni,Swainson's Flycatcher,1,,,
4510,34990,34990,Myiarchus venezuelensis,Venezuelan Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,venezuelensis,,,Myiarchus venezuelensis,Venezuelan Flycatcher,1,,,
4511,35000,35000,Myiarchus panamensis,Panama Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,panamensis,,,Myiarchus panamensis,Panama Flycatcher,1,,,
4512,35010,35010,Myiarchus ferox,Short-crested Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,ferox,,,Myiarchus ferox,Short-crested Flycatcher,1,,,
4513,35020,35020,Myiarchus apicalis,Apical Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,apicalis,,,Myiarchus apicalis,Apical Flycatcher,1,,,
4514,35030,35030,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,phaeocephalus,,,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,1,,,
4515,35040,35040,Myiarchus cephalotes,Pale-edged Flycatcher,species,,,,Passeriformes,Tyrannidae,Myiarchus,cephalotes,,,Myiarchus cephalotes,Pale-edged Flycatcher,1,,,
4516,35050,35050,Myiarchus cinerascens,Ash-throated Flycatcher,species,4540,4540,astfly,Passeriformes,Tyrannidae,Myiarchus,cinerascens,Ash-throated Flycatcher,Ash-throated Flycatcher,Myiarchus cinerascens,Ash-throated Flycatcher,1,,,
4517,35060,35060,Myiarchus nuttingi,Nutting's Flycatcher,species,4531,4531,nutfly,Passeriformes,Tyrannidae,Myiarchus,nuttingi,Nutting's Flycatcher,Nutting's Flycatcher,Myiarchus nuttingi,Nutting's Flycatcher,1,,,
